City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
270,Gabu,12.2833,-14.2167,305.96,23,100,1.24,GW,2023-03-23
271,Flin Flon,54.7682,-101.865,269.72,86,98,3.76,CA,2023-03-23
272,Padang,-0.9492,100.3543,298.67,89,100,1.5,ID,2023-03-23
273,Bonavista,48.6499,-53.1147,271.8,82,97,6.02,CA,2023-03-23
274,Along,28.1667,94.7667,287.82,95,100,0.8,IN,2023-03-23
275,Huallanca,-9.8993,-76.9417,285.17,75,100,1.08,PE,2023-03-23
276,Russell,32.3502,-85.1999,299.27,50,0,2.06,US,2023-03-23
277,Rocha,-34.4833,-54.3333,298.27,74,35,2.63,UY,2023-03-23
278,Zalantun,48.0,122.7167,264.64,71,84,1.64,CN,2023-03-23
279,Lamu,-2.2717,40.902,300.27,83,100,4.03,KE,2023-03-23
280,Cayenne,4.9333,-52.3333,301.17,69,75,6.17,GF,2023-03-23
281,Talnakh,69.4865,88.3972,264.38,80,97,7.97,RU,2023-03-23
282,Mannarakkat,10.9833,76.4667,299.75,82,21,0.43,IN,2023-03-23
283,Zhangye,38.9342,100.4517,277.42,29,75,3.2,CN,2023-03-23
284,Richards Bay,-28.783,32.0377,296.4,87,72,1.74,ZA,2023-03-23
285,Uglekamensk,43.2172,133.2303,271.49,43,2,4.16,RU,2023-03-23
286,Slatina,44.4333,24.3667,285.63,68,54,2.82,RO,2023-03-23
287,Pudozh,61.8099,36.5345,275.82,94,100,5.24,RU,2023-03-23
288,Lososina,48.9975,140.3106,267.12,76,90,7.83,RU,2023-03-23
289,Upernavik,72.7868,-56.1549,251.07,89,36,3.4,GL,2023-03-23
290,Havelock,34.8791,-76.9013,300.36,69,82,4.47,US,2023-03-23
291,Mahebourg,-20.4081,57.7,299.96,82,96,5.34,MU,2023-03-23
292,Tromso,69.6496,18.957,265.58,49,0,4.12,NO,2023-03-23
293,Ajdabiya,30.7554,20.2263,289.26,75,0,7.87,LY,2023-03-23
294,Harper,4.375,-7.7169,300.01,80,39,4.85,LR,2023-03-23
295,Zaraza,9.3503,-65.3245,307.78,29,98,4.02,VE,2023-03-23
296,Hithadhoo,-0.6,73.0833,299.9,76,100,0.75,MV,2023-03-23
297,Chicama,-7.8447,-79.1469,301.45,63,61,4.79,PE,2023-03-23
298,Mezen,65.8522,44.24,264.27,87,100,2.6,RU,2023-03-23
299,Akureyri,65.6835,-18.0878,269.63,96,100,2.33,IS,2023-03-23
300,Manhattan,40.7834,-73.9662,286.84,87,100,5.66,US,2023-03-23
301,Wala,4.578,12.3154,294.49,93,100,1.91,CM,2023-03-23
302,Clyde River,70.4692,-68.5914,249.52,85,22,1.27,CA,2023-03-23
303,Ponta Delgada,37.7333,-25.6667,286.55,82,20,3.09,PT,2023-03-23
304,Sioux Lookout,50.1001,-91.917,271.09,80,98,2.89,CA,2023-03-23
305,Tofield,53.3668,-112.6686,273.69,98,33,1.61,CA,2023-03-23
306,Oranjemund,-28.55,16.4333,290.46,83,0,2.12,NA,2023-03-23
307,Agadez,19.75,10.25,298.74,16,100,3.96,NE,2023-03-23
308,Yamada,39.4667,141.95,286.24,97,100,1.53,JP,2023-03-23
309,Sjovegan,68.8726,17.8474,259.87,83,3,2.63,NO,2023-03-23
310,Tabou,4.423,-7.3528,299.82,82,62,5.16,CI,2023-03-23
311,Schweinfurt,50.05,10.2333,286.81,90,100,3.13,DE,2023-03-23
312,Dhidhdhoo,6.8833,73.1,301.23,68,56,4.01,MV,2023-03-23
313,Mana,5.6592,-53.7767,300.44,73,43,3.92,GF,2023-03-23
314,Igboho,8.8333,3.75,302.14,46,10,1.56,NG,2023-03-23
315,Plouzane,48.3833,-4.6167,283.25,93,75,6.69,FR,2023-03-23
316,Tautira,-17.7333,-149.15,300.36,80,33,5.59,PF,2023-03-23
317,Aberdeen,57.1437,-2.0981,281.78,81,45,5.14,GB,2023-03-23
318,Amasya,40.6667,35.8333,280.97,85,65,0.92,TR,2023-03-23
319,Dalnegorsk,44.5604,135.5701,270.46,66,1,3.85,RU,2023-03-23
320,Carutapera,-1.195,-46.02,299.86,84,84,1.87,BR,2023-03-23
321,Zeya,53.75,127.2667,253.3,90,9,1.98,RU,2023-03-23
322,Newcastle,-32.9272,151.7765,292.43,95,75,2.06,AU,2023-03-23
323,Nabire,-3.3667,135.4833,297.46,89,100,1.44,ID,2023-03-23
324,Hanzhong,33.0728,107.0303,281.47,90,100,1.36,CN,2023-03-23
325,Lavrentiya,65.5833,-171.0,255.6,96,100,0.73,RU,2023-03-23
326,Ostersund,63.1792,14.6357,271.4,100,100,6.69,SE,2023-03-23
327,Pilot Butte,50.4668,-104.4178,267.94,67,5,4.22,CA,2023-03-23
328,Tilichiki,60.4667,166.1,239.45,99,19,2.18,RU,2023-03-23
329,Mucurapo,10.6667,-61.5333,303.29,68,100,4.22,TT,2023-03-23
330,Ivanteyevka,55.9711,37.9208,282.45,92,100,4.45,RU,2023-03-23
331,Bonthe,7.5264,-12.505,299.86,75,100,4.27,SL,2023-03-23
332,Roald,62.5833,6.1333,280.24,93,75,3.6,NO,2023-03-23
333,Seoul,37.5683,126.9778,282.93,37,0,4.12,KR,2023-03-23
334,Dali,25.7,100.1833,280.36,68,0,2.54,CN,2023-03-23
335,Arcachon,44.5875,-1.0519,292.33,67,0,0.0,FR,2023-03-23
336,Santa Catalina,9.3337,122.8637,298.96,85,42,1.49,PH,2023-03-23
337,Porto Santo,33.072,-16.3415,291.36,63,20,3.6,PT,2023-03-23
338,Ust-Nera,64.5667,143.2,243.31,99,100,1.34,RU,2023-03-23
339,Naze,28.3667,129.4833,292.52,89,100,2.22,JP,2023-03-23
340,Laguna,38.421,-121.4238,288.31,63,75,4.12,US,2023-03-23
341,Beaufort,5.3473,115.7455,296.79,96,95,0.94,MY,2023-03-23
342,Sinnamary,5.3833,-52.95,300.09,74,97,3.85,GF,2023-03-23
343,Katsuura,35.1333,140.3,292.85,92,100,12.9,JP,2023-03-23
344,Nome,64.5011,-165.4064,260.19,92,100,4.12,US,2023-03-23
345,Los Algarrobos,8.5,-82.4333,305.38,38,20,7.2,PA,2023-03-23
346,Vanimo,-2.6741,141.3028,297.96,88,42,0.38,PG,2023-03-23
347,Hualmay,-11.0964,-77.6139,299.58,65,66,4.39,PE,2023-03-23
348,Mansa,29.9833,75.3833,293.24,46,100,2.15,IN,2023-03-23
349,Tinogboc,12.0074,121.4122,300.06,84,39,9.2,PH,2023-03-23
350,Raipur,21.2333,81.6333,300.77,35,36,2.34,IN,2023-03-23
351,Kununurra,-15.7667,128.7333,300.14,83,73,0.51,AU,2023-03-23
352,Kuala Terengganu,5.3302,103.1408,297.83,85,100,0.89,MY,2023-03-23
353,Saldanha,-33.0117,17.9442,291.7,89,100,3.75,ZA,2023-03-23
354,Wahpeton,46.2652,-96.6059,269.77,100,0,2.06,US,2023-03-23
355,Riohacha,11.5444,-72.9072,303.88,52,100,7.87,CO,2023-03-23
356,Haines Junction,60.7522,-137.5108,269.26,91,100,0.24,CA,2023-03-23
357,Shubarkuduk,49.1447,56.4872,282.15,47,84,2.94,KZ,2023-03-23
358,Ferme-Neuve,46.7001,-75.4493,275.76,100,100,2.76,CA,2023-03-23
359,Tommot,58.9564,126.2925,264.82,90,100,4.76,RU,2023-03-23
360,Luang Prabang,19.8856,102.1347,297.02,46,2,0.87,LA,2023-03-23
361,Havoysund,70.9963,24.6622,267.28,90,100,7.05,NO,2023-03-23
362,Wukari,7.85,9.7833,304.4,39,66,2.07,NG,2023-03-23
363,Kysyl-Syr,63.8986,122.7617,264.88,95,100,2.85,RU,2023-03-23
364,Buenavista,8.9769,125.4089,297.05,92,37,2.43,PH,2023-03-23
365,Kieta,-6.2167,155.6333,299.45,80,100,2.23,PG,2023-03-23
366,Jinka,5.65,36.65,289.53,88,100,1.32,ET,2023-03-23
367,Jibuti,11.5,42.5,299.09,56,100,4.72,DJ,2023-03-23
368,Sayla,22.55,71.4667,299.09,58,0,5.08,IN,2023-03-23
369,Thinadhoo,0.5333,72.9333,300.92,73,100,0.75,MV,2023-03-23
370,Mayahi,13.9553,7.6712,300.22,13,3,0.78,NE,2023-03-23
371,Thompson,55.7435,-97.8558,269.15,88,100,4.52,CA,2023-03-23
372,Nisia Floresta,-6.0911,-35.2086,302.6,56,35,5.51,BR,2023-03-23
373,Kavaratti,10.5669,72.642,300.75,72,96,5.61,IN,2023-03-23
374,Pascagoula,30.3658,-88.5561,300.77,75,100,2.57,US,2023-03-23
375,Taman,45.2117,36.7161,282.59,81,19,2.1,RU,2023-03-23
376,Truckee,39.328,-120.1833,279.86,86,100,4.47,US,2023-03-23
377,Zlocieniec,53.5329,16.0113,284.09,92,100,4.2,PL,2023-03-23
378,Coihaique,-45.5752,-72.0662,291.49,45,0,3.6,CL,2023-03-23
379,Vavatenina,-17.4667,49.2,295.57,98,62,1.23,MG,2023-03-23
380,Tolaga Bay,-38.3667,178.3,284.33,81,0,3.08,NZ,2023-03-23
381,Merrill,45.1805,-89.6835,277.58,48,0,2.06,US,2023-03-23
382,Khasan,42.4308,130.6434,273.55,36,5,9.91,RU,2023-03-23
383,Puerto Narino,-3.7703,-70.3831,305.33,52,100,0.45,CO,2023-03-23
384,Reguengos De Monsaraz,38.4253,-7.5349,285.0,73,100,3.5,PT,2023-03-23
385,Najran,17.4924,44.1277,295.52,26,4,1.66,SA,2023-03-23
386,Guaratuba,-25.8828,-48.5747,305.12,73,27,4.26,BR,2023-03-23
387,Victoria,22.2855,114.1577,298.36,86,84,2.24,HK,2023-03-23
388,Pedernales,18.0384,-71.744,301.95,55,8,2.72,DO,2023-03-23
389,Zhigalovo,54.8097,105.1578,253.85,100,28,0.84,RU,2023-03-23
390,Chokwe,-24.5333,32.9833,294.96,86,1,2.48,MZ,2023-03-23
391,Datong,40.0936,113.2914,271.91,19,14,2.53,CN,2023-03-23
392,Tigil,57.8,158.6667,246.83,92,98,1.4,RU,2023-03-23
393,Pisco,-13.7,-76.2167,299.18,69,0,3.6,PE,2023-03-23
394,Esfarayen,37.0765,57.5101,281.72,70,65,2.01,IR,2023-03-23
395,Severnyy,50.677,36.5532,285.17,54,0,2.0,RU,2023-03-23
396,Pacific Grove,36.6177,-121.9166,285.97,73,100,5.14,US,2023-03-23
397,Hervey Bay,-25.2986,152.8535,295.85,82,30,2.85,AU,2023-03-23
398,Seybaplaya,19.65,-90.6667,307.85,52,8,2.18,MX,2023-03-23
399,Sao Jose Da Coroa Grande,-8.8978,-35.1478,301.0,72,41,5.1,BR,2023-03-23
400,Vao,-22.6667,167.4833,298.26,66,22,6.76,NC,2023-03-23
401,San Juan,-31.5375,-68.5364,296.84,65,100,4.33,AR,2023-03-23
402,Guerrero Negro,27.9769,-114.0611,290.17,56,0,10.19,MX,2023-03-23
403,Alice Springs,-23.7,133.8833,292.9,45,1,0.0,AU,2023-03-23
404,Ixtapa,20.7,-105.2,298.72,65,0,5.66,MX,2023-03-23
405,Inhambane,-23.865,35.3833,297.13,83,0,4.17,MZ,2023-03-23
406,Beausejour,50.0622,-96.5167,267.51,84,41,5.37,CA,2023-03-23
407,Paracuru,-3.41,-39.0306,301.54,70,23,4.61,BR,2023-03-23
408,Eureka,40.8021,-124.1637,284.37,91,100,0.89,US,2023-03-23
409,Esmeraldas,-19.7625,-44.3139,302.63,72,100,2.09,BR,2023-03-23
410,Kodinsk,58.6881,99.1844,258.21,98,65,2.42,RU,2023-03-23
411,Wanning,18.8003,110.3967,296.11,95,14,5.0,CN,2023-03-23
412,Kyzyl-Suu,42.3414,78.0056,276.96,42,9,3.89,KG,2023-03-23
413,Yaan,7.3833,8.5667,305.41,40,26,2.16,NG,2023-03-23
414,Bria,6.5423,21.9863,300.1,47,99,2.32,CF,2023-03-23
415,Codrington,-38.2667,141.9667,287.82,77,91,5.32,AU,2023-03-23
416,Kralendijk,12.15,-68.2667,302.14,61,75,7.2,BQ,2023-03-23
417,Samarai,-10.6167,150.6667,300.19,81,98,1.35,PG,2023-03-23
418,Kahului,20.8947,-156.47,300.28,83,20,3.13,US,2023-03-23
419,Sotouboua,8.5667,0.9833,300.55,59,92,0.88,TG,2023-03-23
420,Nouadhibou,20.931,-17.0347,294.14,73,1,3.6,MR,2023-03-23
421,Calahorra,42.3051,-1.9652,296.1,40,100,0.83,ES,2023-03-23
422,Waipawa,-41.4122,175.5153,283.47,73,100,1.07,NZ,2023-03-23
423,Vostok,46.4856,135.8833,266.43,88,87,1.54,RU,2023-03-23
424,Vila Franca Do Campo,37.7167,-25.4333,286.38,76,100,1.83,PT,2023-03-23
425,Marawi,7.9986,124.2928,293.38,95,57,0.8,PH,2023-03-23
426,Malinyi,-8.9333,36.1333,294.71,96,62,0.81,TZ,2023-03-23
427,Maniitsoq,65.4167,-52.9,264.31,82,87,3.52,GL,2023-03-23
428,Altamira,-3.2033,-52.2064,300.91,85,100,1.19,BR,2023-03-23
429,Saint-Georges,12.0564,-61.7485,301.97,65,20,9.26,GD,2023-03-23
430,Nambucca Heads,-30.65,153.0,294.15,91,96,2.54,AU,2023-03-23
431,Grand Gaube,-20.0064,57.6608,300.03,78,91,1.79,MU,2023-03-23
432,Kenai,60.5544,-151.2583,274.2,67,0,7.2,US,2023-03-23
433,Hami,42.8,93.45,279.13,20,100,3.15,CN,2023-03-23
434,Port Keats,-14.25,129.55,298.54,87,100,1.53,AU,2023-03-23
435,Burnie,-41.0667,145.9167,284.23,72,49,2.91,AU,2023-03-23
436,Necochea,-38.5473,-58.7368,296.53,60,22,6.99,AR,2023-03-23
437,Vestmannaeyjar,63.4427,-20.2734,274.62,62,100,5.84,IS,2023-03-23
438,Gamboma,-1.8764,15.8644,297.75,74,34,1.53,CG,2023-03-23
439,Chiang Khong,20.2613,100.4046,296.66,42,55,0.18,TH,2023-03-23
440,Igarka,67.4667,86.5833,264.15,88,100,7.74,RU,2023-03-23
441,Leningradskiy,69.3833,178.4167,250.58,98,99,1.83,RU,2023-03-23
442,Shimoda,34.6667,138.95,292.65,95,100,9.6,JP,2023-03-23
443,Mbandaka,0.0487,18.2603,297.8,79,39,0.97,CD,2023-03-23
444,Serpa,37.9458,-7.5975,286.07,66,100,3.82,PT,2023-03-23
445,Labuhan,-6.8844,112.2051,299.6,76,46,0.71,ID,2023-03-23
446,Peniche,39.3558,-9.3811,289.32,84,51,5.87,PT,2023-03-23
447,Atar,20.5169,-13.0499,301.48,23,100,4.85,MR,2023-03-23
448,Sarangani,5.4033,125.4636,300.95,79,95,7.19,PH,2023-03-23
449,Goba,7.0167,39.9833,283.16,94,100,2.03,ET,2023-03-23
450,Togur,58.3631,82.8265,269.95,92,100,3.66,RU,2023-03-23
451,Luganville,-15.5333,167.1667,298.6,84,66,1.22,VU,2023-03-23
452,Sobolevo,54.4299,31.8996,280.77,85,100,6.34,RU,2023-03-23
453,Ewa Beach,21.3156,-158.0072,300.12,80,75,3.6,US,2023-03-23
454,Portland,45.5234,-122.6762,282.64,84,100,5.36,US,2023-03-23
455,Lebowakgomo,-24.2,29.5,288.4,74,10,2.79,ZA,2023-03-23
456,Biltine,14.5333,20.9167,305.5,21,96,2.77,TD,2023-03-23
457,Panguipulli,-39.6333,-72.3333,297.27,28,0,1.95,CL,2023-03-23
458,Kouroussa,10.65,-9.8833,304.79,18,98,0.62,GN,2023-03-23
459,Port-Cartier,50.0334,-66.8654,271.34,81,100,8.04,CA,2023-03-23
460,Viedma,-40.8135,-62.9967,292.9,46,0,8.27,AR,2023-03-23
461,Merauke,-8.4667,140.3333,298.9,88,96,1.84,ID,2023-03-23
462,Balkhash,46.844,74.9804,271.34,50,0,3.53,KZ,2023-03-23
463,Teguise,29.0605,-13.564,293.27,56,20,6.17,ES,2023-03-23
464,Turukhansk,65.8167,87.9833,266.27,88,100,7.71,RU,2023-03-23
465,Seymchan,62.8833,152.4333,236.91,100,59,0.29,RU,2023-03-23
466,Hastings,50.8552,0.5729,284.25,93,100,13.86,GB,2023-03-23
467,Svetlaya,46.5389,138.3297,272.03,89,41,1.5,RU,2023-03-23
468,Alekseyevka,50.6309,38.6903,282.56,64,5,2.8,RU,2023-03-23
469,Keita,14.7551,5.7749,302.68,11,60,3.78,NE,2023-03-23
470,Aksu,41.1231,80.2644,283.14,21,3,3.32,CN,2023-03-23
471,Freeport,40.6576,-73.5832,286.35,88,100,4.12,US,2023-03-23
472,Nobeoka,32.5833,131.6667,290.91,95,100,1.71,JP,2023-03-23
473,Manjeshwar,12.7194,74.8861,299.68,81,7,3.15,IN,2023-03-23
474,Svetlogorsk,52.6333,29.7333,284.46,70,97,5.7,BY,2023-03-23
475,Shetpe,44.1667,52.1167,286.61,24,95,3.49,KZ,2023-03-23
476,Andilamena,-17.0167,48.5833,291.73,91,62,2.79,MG,2023-03-23
477,Fernie,49.5,-115.0687,277.29,76,73,2.6,CA,2023-03-23
478,Husavik,66.0449,-17.3389,270.5,87,100,8.25,IS,2023-03-23
479,Samana,19.2056,-69.3369,303.27,66,20,3.09,DO,2023-03-23
480,Porteirinha,-15.7433,-43.0283,307.2,22,1,5.24,BR,2023-03-23
481,Brenham,30.1669,-96.3977,301.4,62,75,8.75,US,2023-03-23
482,Ottawa,45.4112,-75.6981,278.55,92,100,0.0,CA,2023-03-23
483,Mayo,38.8876,-76.5119,297.64,69,20,4.63,US,2023-03-23
484,Pareora,-44.4871,171.2132,283.25,92,97,3.26,NZ,2023-03-23
485,San Borja,-14.8167,-66.85,296.98,96,99,2.47,BO,2023-03-23
486,Liuli,-11.0833,34.6333,296.91,82,88,1.6,TZ,2023-03-23
487,Rudnaya Pristan,44.3614,135.8116,272.24,67,0,3.24,RU,2023-03-23
488,Porosozero,62.7191,32.727,274.13,98,100,4.52,RU,2023-03-23
489,Shellbrook,53.2168,-106.4011,271.41,82,7,2.98,CA,2023-03-23
490,Diego De Almagro,-26.3667,-70.05,302.05,26,0,6.19,CL,2023-03-23
491,Sumkino,58.1108,68.3244,271.61,86,94,4.78,RU,2023-03-23
492,Roros,62.5747,11.3842,272.06,80,0,0.0,NO,2023-03-23
493,Ancud,-41.8697,-73.8203,289.36,65,7,2.0,CL,2023-03-23
494,Shitanjing,39.2342,106.3439,276.57,45,100,3.03,CN,2023-03-23
495,Quatre Cocos,-20.2078,57.7625,299.87,84,85,5.1,MU,2023-03-23
496,Ozernovskiy,51.5,156.5167,275.18,72,100,8.67,RU,2023-03-23
497,Kaniama,-7.5667,24.1833,292.53,93,18,0.85,CD,2023-03-23
498,College,64.8569,-147.8028,272.12,71,75,7.72,US,2023-03-23
499,Charters Towers,-20.1,146.2667,292.87,86,0,3.57,AU,2023-03-23
500,Millinocket,45.6573,-68.7098,275.21,100,100,2.57,US,2023-03-23
501,Sao Miguel Do Araguaia,-13.275,-50.1628,301.05,74,24,2.88,BR,2023-03-23
502,Bambanglipuro,-7.95,110.2833,298.24,87,30,1.38,ID,2023-03-23
503,Enshi,30.3,109.4833,285.0,95,100,1.19,CN,2023-03-23
504,Kidal,18.4411,1.4078,301.53,11,2,2.95,ML,2023-03-23
505,Dafeng,23.4517,108.5881,297.96,80,100,2.22,CN,2023-03-23
506,Areosa,41.7178,-8.8571,287.21,94,100,8.22,PT,2023-03-23
507,Bandarbeyla,9.4942,50.8122,300.44,79,97,4.08,SO,2023-03-23
508,Porto Murtinho,-21.6989,-57.8825,304.31,57,100,1.91,BR,2023-03-23
509,Bogorodskoye,56.55,37.8833,277.78,92,100,6.04,RU,2023-03-23
510,Havre-Saint-Pierre,50.2334,-63.5986,270.62,79,82,8.06,CA,2023-03-23
511,Kumano,34.3442,132.5894,287.66,97,100,0.67,JP,2023-03-23
512,Belmonte,-15.8631,-38.8828,301.58,65,1,4.78,BR,2023-03-23
513,Makabe,36.2667,140.1,292.44,93,100,1.96,JP,2023-03-23
514,Vila Velha,-20.3297,-40.2925,302.12,70,20,4.12,BR,2023-03-23
515,Jardim,-21.4803,-56.1381,301.67,71,99,1.36,BR,2023-03-23
516,Konevo,62.1215,39.3192,276.38,91,100,5.45,RU,2023-03-23
517,Madang,-5.2246,145.7966,297.53,92,84,0.92,PG,2023-03-23
518,Khorinsk,52.1657,109.7726,258.29,93,99,0.83,RU,2023-03-23
519,Channel-Port Aux Basques,47.5702,-59.1367,272.28,75,35,3.5,CA,2023-03-23
520,Corsicana,32.0954,-96.4689,301.16,59,40,10.29,US,2023-03-23
521,Sur,22.5667,59.5289,296.76,50,0,0.63,OM,2023-03-23
522,Tazovskiy,67.4667,78.7,263.1,86,100,10.6,RU,2023-03-23
523,Tessalit,20.1986,1.0114,300.65,14,6,4.28,ML,2023-03-23
524,Kamenka,51.3223,42.7678,281.5,66,0,1.98,RU,2023-03-23
525,Uthal,25.8072,66.6219,295.75,56,0,4.27,PK,2023-03-23
526,Maltahohe,-24.8333,16.9833,290.77,31,0,6.06,NA,2023-03-23
527,Xuddur,4.1213,43.8894,299.09,70,99,3.79,SO,2023-03-23
528,Rafai,4.95,23.9167,298.18,55,91,0.61,CF,2023-03-23
529,Sechura,-5.5569,-80.8222,302.98,60,86,5.92,PE,2023-03-23
530,Srisailam,16.0833,78.8667,297.13,80,0,1.75,IN,2023-03-23
531,Dunedin,-45.8742,170.5036,284.71,80,100,0.45,NZ,2023-03-23
532,Puerto Palomas,31.7667,-107.6167,288.11,38,100,11.11,MX,2023-03-23
533,Saryozek,44.3583,77.9753,277.95,48,9,0.86,KZ,2023-03-23
534,Capao Bonito,-24.0058,-48.3494,301.98,47,80,1.32,BR,2023-03-23
535,Tobermory,45.2501,-81.6665,274.25,75,93,10.75,CA,2023-03-23
536,Umba,66.6871,34.3429,258.86,93,5,3.34,RU,2023-03-23
537,Strezhevoy,60.7333,77.5889,264.68,93,100,3.24,RU,2023-03-23
538,Edea,3.8,10.1333,298.31,86,97,1.0,CM,2023-03-23
539,Fuling,29.7022,107.3919,287.37,95,100,1.24,CN,2023-03-23
540,Spring Hill,28.4769,-82.5255,304.27,45,0,2.68,US,2023-03-23
